age,priors_count,days_b_screening_arrest,c_charge_degree_F,c_charge_degree_M,c_charge_degree_O,sex_Female,sex_Male
-0.5801716253303107,8,0.012139438022832376,True,False,False,False,True
0.09136023157292025,22,-0.0015755054265253908,False,True,False,False,True
-0.4962301432174068,0,0.012139438022832376,True,False,False,False,True
-0.4962301432174068,0,-0.0015755054265253908,False,True,False,False,True
-0.8319960716690223,9,-0.0015755054265253908,False,True,False,False,True
0.007418749460016382,13,-0.0015755054265253908,True,False,False,False,True
1.1825994990406705,0,0.012139438022832376,False,True,False,False,True
-0.07652273265288749,4,-0.7970422254892758,False,True,False,False,True
-0.4962301432174068,0,0.012139438022832376,True,False,False,False,True
-0.4962301432174068,1,-0.317019204761754,True,False,False,False,True
-0.5801716253303107,0,-0.0015755054265253908,True,False,False,True,False
1.3504824632664783,0,-0.0015755054265253908,True,False,False,False,True
-0.8319960716690223,0,0.012139438022832376,True,False,False,False,True
1.0986580169277667,20,4.154052359728878,True,False,False,False,True
-0.16046421476579137,1,0.012139438022832376,True,False,False,False,True
2.357780248621325,1,-2.9914331773865186,True,False,False,True,False
-0.41228866110450296,3,-0.0015755054265253908,True,False,False,False,True
-0.3283471789915991,15,-0.0015755054265253908,True,False,False,False,True
-0.9159375537819262,2,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,0,-0.0015755054265253908,True,False,False,False,True
-0.24440569687869523,3,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,0,0.012139438022832376,False,True,False,False,True
1.1825994990406705,4,-0.0015755054265253908,False,True,False,False,True
1.518365427492286,8,-0.16615482681881857,True,False,False,False,True
-0.3283471789915991,0,-0.0015755054265253908,False,True,False,True,False
0.007418749460016382,5,-0.0015755054265253908,True,False,False,False,True
2.357780248621325,10,-0.5090284130527627,False,True,False,False,True
-0.16046421476579137,2,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,15,-0.0015755054265253908,True,False,False,False,True
0.259243195798728,4,-0.0015755054265253908,False,True,False,False,True
0.9307750527019589,9,-0.0015755054265253908,True,False,False,False,True
-1.0838205180077338,1,-0.0015755054265253908,True,False,False,False,True
-0.07652273265288749,0,0.012139438022832376,False,True,False,True,False
-1.0838205180077338,2,0.9721854794778759,True,False,False,False,True
-0.4962301432174068,4,-0.0015755054265253908,True,False,False,False,True
2.2738387665084208,0,0.012139438022832376,False,True,False,False,True
-0.6641131074432146,6,0.012139438022832376,True,False,False,False,True
-0.16046421476579137,0,-0.0015755054265253908,False,True,False,False,True
1.7701898738309976,0,0.012139438022832376,False,True,False,True,False
0.8468335705890551,6,-0.0015755054265253908,True,False,False,False,True
-1.0838205180077338,1,-0.0015755054265253908,True,False,False,False,True
-0.3283471789915991,2,-0.0015755054265253908,True,False,False,True,False
-0.07652273265288749,0,0.012139438022832376,True,False,False,False,True
0.3431846779116319,1,-0.0015755054265253908,False,True,False,False,True
-0.9159375537819262,4,-0.0015755054265253908,False,True,False,False,True
-0.4962301432174068,5,0.012139438022832376,True,False,False,False,True
-0.6641131074432146,1,-0.0015755054265253908,True,False,False,False,True
-0.9159375537819262,1,-4.445217183018442,False,True,False,True,False
0.42712616002453574,2,-0.1935847137175341,True,False,False,False,True
1.3504824632664783,1,-1.0576261510270735,True,False,False,False,True
-1.0838205180077338,1,0.012139438022832376,False,True,False,False,True
-1.0838205180077338,0,-0.0015755054265253908,True,False,False,False,True
-0.7480545895561185,1,-0.0015755054265253908,True,False,False,True,False
-0.6641131074432146,1,-0.5776031302995516,True,False,False,False,True
-0.24440569687869523,3,-5.322973563777339,False,True,False,False,True
-0.24440569687869523,0,-0.0015755054265253908,True,False,False,False,True
0.5110676421374396,1,-0.0015755054265253908,False,True,False,False,True
1.2665409811535744,0,-0.0015755054265253908,False,True,False,False,True
-0.41228866110450296,8,-0.0015755054265253908,False,True,False,False,True
2.609604694960036,0,-0.0015755054265253908,False,True,False,False,True
1.4344239453793821,3,-4.349212578872937,True,False,False,False,True
-1.0838205180077338,3,-0.056435279223956455,True,False,False,False,True
1.2665409811535744,0,-0.0015755054265253908,True,False,False,False,True
-0.8319960716690223,14,-0.0015755054265253908,True,False,False,False,True
-1.2517034822335416,0,-0.0015755054265253908,True,False,False,False,True
-1.0838205180077338,2,0.012139438022832376,True,False,False,False,True
-0.9998790358948301,2,1.8910866905848462,False,True,False,False,True
1.6023069096051898,6,-0.0015755054265253908,True,False,False,False,True
0.42712616002453574,4,-0.0015755054265253908,True,False,False,False,True
-0.8319960716690223,10,-2.470265326310923,True,False,False,False,True
0.007418749460016382,1,-0.0015755054265253908,False,True,False,True,False
0.09136023157292025,9,0.012139438022832376,True,False,False,False,True
-0.7480545895561185,7,0.012139438022832376,True,False,False,False,True
-1.1677620001206377,1,0.012139438022832376,True,False,False,False,True
-0.41228866110450296,6,-3.2657320463736736,True,False,False,False,True
-0.8319960716690223,9,-0.0015755054265253908,True,False,False,False,True
-0.07652273265288749,3,-0.2758743744136807,False,True,False,False,True
-1.2517034822335416,0,-0.0015755054265253908,True,False,False,True,False
0.3431846779116319,2,-0.015290448875883156,True,False,False,False,True
2.609604694960036,3,-0.8656169427360646,True,False,False,False,True
1.6023069096051898,0,0.012139438022832376,False,True,False,True,False
0.7628920884761512,0,-0.015290448875883156,False,True,False,True,False
-1.3356449643464454,1,-0.12500999647074526,False,True,False,False,True
-0.9159375537819262,1,-1.8668078145391815,True,False,False,False,True
-0.41228866110450296,1,-0.0015755054265253908,True,False,False,False,True
0.3431846779116319,0,-0.0015755054265253908,True,False,False,True,False
-0.24440569687869523,8,0.012139438022832376,False,True,False,True,False
-0.9159375537819262,8,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,0,-0.0015755054265253908,True,False,False,False,True
-0.3283471789915991,0,-0.0015755054265253908,False,True,False,False,True
0.3431846779116319,1,-0.0015755054265253908,True,False,False,True,False
2.0220143201697094,14,2.4533993720085148,True,False,False,False,True
0.007418749460016382,7,0.012139438022832376,True,False,False,False,True
-0.9159375537819262,0,-0.0015755054265253908,True,False,False,True,False
0.6789506063632473,1,-0.39930886545790056,True,False,False,False,True
-1.1677620001206377,2,-0.0015755054265253908,True,False,False,False,True
-1.1677620001206377,0,-0.0015755054265253908,False,True,False,True,False
-1.1677620001206377,3,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,0,-0.0015755054265253908,True,False,False,False,True
-1.2517034822335416,0,0.012139438022832376,True,False,False,False,True
0.259243195798728,5,-0.0015755054265253908,False,True,False,False,True
-0.6641131074432146,3,-0.0015755054265253908,True,False,False,False,True
-0.07652273265288749,0,0.012139438022832376,True,False,False,False,True
-0.41228866110450296,3,0.012139438022832376,True,False,False,False,True
-0.16046421476579137,5,0.012139438022832376,True,False,False,False,True
0.17530171368582412,3,0.012139438022832376,True,False,False,False,True
0.5950091242503435,1,0.012139438022832376,True,False,False,False,True
0.5110676421374396,10,0.012139438022832376,True,False,False,False,True
-1.0838205180077338,0,-0.0015755054265253908,True,False,False,False,True
-0.16046421476579137,28,-0.0015755054265253908,True,False,False,False,True
0.7628920884761512,0,-0.029005392325240926,False,True,False,False,True
-0.3283471789915991,1,-0.0015755054265253908,False,True,False,False,True
-0.7480545895561185,9,0.012139438022832376,True,False,False,False,True
-0.41228866110450296,1,-0.0015755054265253908,True,False,False,True,False
-0.3283471789915991,13,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,3,-0.0015755054265253908,True,False,False,False,True
-0.3283471789915991,1,-0.0015755054265253908,True,False,False,True,False
1.0147165348148628,2,-0.0015755054265253908,True,False,False,False,True
1.7701898738309976,8,0.9310406491298026,True,False,False,False,True
-0.16046421476579137,2,0.2041486463138411,False,True,False,False,True
1.4344239453793821,3,-0.015290448875883156,False,True,False,False,True
-0.16046421476579137,19,-0.0015755054265253908,True,False,False,False,True
2.189897284395517,0,-0.0015755054265253908,True,False,False,False,True
2.4417217307342285,2,-0.6324629040969826,False,True,False,True,False
-1.0838205180077338,4,-0.4815985261540472,True,False,False,False,True
0.5950091242503435,6,-0.04272033577459869,True,False,False,False,True
-0.8319960716690223,2,-0.0015755054265253908,True,False,False,True,False
-0.6641131074432146,0,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,1,-0.2621594309643229,False,True,False,False,True
0.17530171368582412,2,-0.0015755054265253908,False,True,False,True,False
-1.1677620001206377,1,-0.0015755054265253908,True,False,False,False,True
-0.5801716253303107,0,-0.0015755054265253908,False,True,False,False,True
-0.9159375537819262,0,-0.0015755054265253908,False,True,False,True,False
0.17530171368582412,13,-0.3855939220085428,True,False,False,False,True
-1.0838205180077338,0,-0.0015755054265253908,True,False,False,False,True
-0.4962301432174068,10,-0.0015755054265253908,True,False,False,True,False
-0.8319960716690223,0,-0.0015755054265253908,True,False,False,True,False
0.7628920884761512,2,0.012139438022832376,False,True,False,False,True
-0.41228866110450296,4,-0.46788358270468944,True,False,False,True,False
-0.24440569687869523,3,-0.0015755054265253908,True,False,False,False,True
1.518365427492286,1,-0.0015755054265253908,True,False,False,False,True
-0.07652273265288749,1,0.012139438022832376,False,True,False,False,True
-0.3283471789915991,2,-0.20729965716689186,False,True,False,False,True
-0.6641131074432146,5,0.2864383070099877,True,False,False,False,True
-0.3283471789915991,1,-0.0015755054265253908,False,True,False,False,True
2.0220143201697094,1,-0.0015755054265253908,True,False,False,False,True
-0.5801716253303107,15,0.012139438022832376,True,False,False,False,True
-0.9998790358948301,0,-0.0015755054265253908,False,True,False,False,True
-1.2517034822335416,1,0.012139438022832376,True,False,False,True,False
0.5950091242503435,2,-0.550173243400836,True,False,False,False,True
0.6789506063632473,0,0.012139438022832376,False,True,False,True,False
0.259243195798728,9,-0.0015755054265253908,True,False,False,False,True
-0.24440569687869523,11,-0.015290448875883156,True,False,False,False,True
-0.16046421476579137,8,-0.0015755054265253908,False,True,False,False,True
1.6862483917180937,4,-0.0015755054265253908,False,True,False,False,True
-0.3283471789915991,0,-0.0015755054265253908,True,False,False,True,False
-0.16046421476579137,7,-0.0015755054265253908,True,False,False,True,False
-0.6641131074432146,2,-0.0015755054265253908,True,False,False,False,True
1.4344239453793821,0,-0.0015755054265253908,False,True,False,False,True
-1.2517034822335416,0,0.012139438022832376,True,False,False,True,False
-0.7480545895561185,0,-0.015290448875883156,False,True,False,True,False
-0.8319960716690223,4,-0.0015755054265253908,False,True,False,False,True
2.189897284395517,1,-0.0015755054265253908,True,False,False,True,False
1.4344239453793821,13,-0.0015755054265253908,True,False,False,False,True
2.357780248621325,1,-0.3444490916604695,True,False,False,False,True
-0.24440569687869523,4,-0.08386516612267199,True,False,False,True,False
-0.4962301432174068,1,-0.0015755054265253908,True,False,False,False,True
-0.7480545895561185,2,-0.0015755054265253908,False,True,False,True,False
1.6862483917180937,3,-0.6873226778944137,False,True,False,False,True
0.3431846779116319,1,-0.0015755054265253908,False,False,True,False,True
-0.41228866110450296,3,0.012139438022832376,True,False,False,True,False
-0.41228866110450296,1,0.012139438022832376,True,False,False,False,True
1.0986580169277667,2,-0.0015755054265253908,False,True,False,False,True
-0.16046421476579137,0,-0.0015755054265253908,False,True,False,False,True
-1.0838205180077338,1,-0.0015755054265253908,True,False,False,False,True
0.9307750527019589,6,0.31386819390870324,True,False,False,False,True
0.5110676421374396,5,-0.0015755054265253908,True,False,False,False,True
1.1825994990406705,6,-0.7558973951412025,True,False,False,True,False
-0.3283471789915991,0,0.012139438022832376,True,False,False,False,True
-0.3283471789915991,0,-0.0015755054265253908,False,True,False,False,True
-0.8319960716690223,1,-0.0015755054265253908,False,True,False,False,True
-0.3283471789915991,3,-0.24844448751496517,True,False,False,False,True
-1.1677620001206377,0,-0.04272033577459869,False,True,False,True,False
-0.9998790358948301,0,-0.0015755054265253908,True,False,False,False,True
-0.24440569687869523,5,-0.0015755054265253908,True,False,False,True,False
1.4344239453793821,2,-0.0015755054265253908,False,True,False,False,True
2.2738387665084208,8,0.012139438022832376,True,False,False,False,True
-0.41228866110450296,2,-2.5662699304564276,False,True,False,False,True
0.17530171368582412,6,-1.496504341406522,True,False,False,True,False
1.6862483917180937,1,-0.6050330171982671,True,False,False,False,True
-0.3283471789915991,8,0.40987279805420757,True,False,False,False,True
-0.5801716253303107,6,-0.0015755054265253908,False,True,False,False,True
1.6023069096051898,2,-0.0015755054265253908,True,False,False,False,True
1.9380728380568053,0,-0.0015755054265253908,True,False,False,False,True
3.6169024803148826,1,-0.0015755054265253908,False,True,False,False,True
1.7701898738309976,0,-0.0015755054265253908,True,False,False,False,True
-1.1677620001206377,1,-2.1136767966276215,False,True,False,False,True
-0.9159375537819262,0,-0.0015755054265253908,True,False,False,False,True
0.259243195798728,22,-0.45416863925533163,True,False,False,False,True
0.3431846779116319,3,-0.0015755054265253908,False,True,False,False,True
0.007418749460016382,0,-0.0015755054265253908,True,False,False,False,True
-1.0838205180077338,1,0.012139438022832376,True,False,False,False,True
1.0147165348148628,23,-0.0015755054265253908,False,True,False,False,True
-0.9998790358948301,0,-0.0015755054265253908,False,True,False,False,True
1.8541313559439014,1,0.012139438022832376,True,False,False,False,True
0.259243195798728,2,-0.46788358270468944,True,False,False,True,False
2.609604694960036,3,-0.12500999647074526,True,False,False,False,True
0.8468335705890551,8,0.012139438022832376,False,True,False,False,True
-0.5801716253303107,0,-0.015290448875883156,False,True,False,True,False
0.8468335705890551,2,-1.5925089455520263,True,False,False,False,True
-0.24440569687869523,13,3.9757580948872264,True,False,False,False,True
0.17530171368582412,2,0.012139438022832376,False,True,False,False,True
0.3431846779116319,0,0.012139438022832376,True,False,False,False,True
-0.7480545895561185,9,0.012139438022832376,True,False,False,False,True
-0.8319960716690223,3,-0.0015755054265253908,True,False,False,False,True
0.8468335705890551,2,-0.0015755054265253908,True,False,False,False,True
1.8541313559439014,7,0.012139438022832376,True,False,False,True,False
-0.9998790358948301,0,-0.0015755054265253908,True,False,False,False,True
-0.07652273265288749,2,0.012139438022832376,False,True,False,False,True
0.259243195798728,14,0.012139438022832376,True,False,False,False,True
-0.9998790358948301,1,-0.0015755054265253908,False,True,False,True,False
0.09136023157292025,2,-0.0015755054265253908,False,True,False,False,True
1.2665409811535744,1,-0.04272033577459869,True,False,False,False,True
0.17530171368582412,0,-0.0015755054265253908,False,True,False,True,False
0.7628920884761512,4,0.012139438022832376,False,True,False,False,True
0.007418749460016382,23,-0.0015755054265253908,True,False,False,True,False
-0.3283471789915991,1,-0.4815985261540472,True,False,False,False,True
-0.9159375537819262,5,-0.0015755054265253908,True,False,False,False,True
0.42712616002453574,3,-1.4690744545078065,True,False,False,False,True
-0.7480545895561185,2,-0.0015755054265253908,True,False,False,False,True
0.17530171368582412,1,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,0,-0.0015755054265253908,False,True,False,False,True
-0.3283471789915991,1,-0.0015755054265253908,False,True,False,True,False
-0.5801716253303107,0,0.012139438022832376,True,False,False,True,False
0.6789506063632473,11,0.6841716670413629,True,False,False,False,True
-0.5801716253303107,7,-0.0015755054265253908,True,False,False,True,False
0.259243195798728,0,0.012139438022832376,True,False,False,False,True
0.259243195798728,2,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,2,-0.4815985261540472,False,True,False,False,True
-0.5801716253303107,1,-0.0015755054265253908,True,False,False,True,False
-1.1677620001206377,1,-0.0015755054265253908,True,False,False,False,True
1.7701898738309976,7,-0.0015755054265253908,True,False,False,False,True
0.259243195798728,15,-0.0015755054265253908,True,False,False,False,True
-0.5801716253303107,2,-0.0015755054265253908,False,True,False,False,True
0.8468335705890551,3,1.43849355675604,True,False,False,False,True
-0.9159375537819262,1,-0.0015755054265253908,True,False,False,True,False
2.189897284395517,1,-0.45416863925533163,True,False,False,False,True
1.3504824632664783,0,-0.0015755054265253908,False,True,False,True,False
1.3504824632664783,0,-0.0015755054265253908,False,True,False,False,True
-1.2517034822335416,0,0.012139438022832376,True,False,False,False,True
0.09136023157292025,1,-0.0015755054265253908,False,True,False,False,True
1.0986580169277667,0,-0.0015755054265253908,True,False,False,False,True
0.17530171368582412,4,0.012139438022832376,True,False,False,False,True
-0.41228866110450296,2,-0.0015755054265253908,True,False,False,True,False
0.5110676421374396,5,0.012139438022832376,False,True,False,True,False
-0.6641131074432146,11,-0.0015755054265253908,True,False,False,False,True
0.17530171368582412,0,-0.0015755054265253908,False,True,False,False,True
-0.16046421476579137,4,0.012139438022832376,True,False,False,False,True
1.6023069096051898,11,-0.0015755054265253908,True,False,False,False,True
-0.9998790358948301,2,-0.0015755054265253908,True,False,False,False,True
-1.0838205180077338,0,-0.0015755054265253908,True,False,False,False,True
-0.7480545895561185,2,-3.1011527249813806,True,False,False,True,False
-0.9998790358948301,3,0.012139438022832376,True,False,False,True,False
0.5110676421374396,0,0.012139438022832376,False,True,False,False,True
1.4344239453793821,0,-0.0015755054265253908,True,False,False,False,True
0.6789506063632473,13,0.012139438022832376,True,False,False,False,True
1.4344239453793821,0,-0.0015755054265253908,True,False,False,False,True
-0.5801716253303107,1,-0.029005392325240926,True,False,False,False,True
-0.41228866110450296,11,-0.0015755054265253908,False,True,False,False,True
-0.5801716253303107,1,0.012139438022832376,True,False,False,False,True
1.0147165348148628,1,-0.5090284130527627,True,False,False,False,True
-0.07652273265288749,0,-0.0015755054265253908,False,True,False,True,False
-1.0838205180077338,0,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,4,0.012139438022832376,True,False,False,False,True
-0.8319960716690223,4,0.012139438022832376,True,False,False,False,True
-0.3283471789915991,0,-0.0015755054265253908,True,False,False,False,True
0.17530171368582412,0,-0.0015755054265253908,True,False,False,False,True
-0.24440569687869523,14,-0.0015755054265253908,True,False,False,False,True
-0.7480545895561185,4,8.913137736656022,False,True,False,False,True
1.518365427492286,1,-0.0015755054265253908,False,True,False,False,True
-0.5801716253303107,25,0.40987279805420757,True,False,False,False,True
0.7628920884761512,8,-0.0015755054265253908,False,True,False,False,True
-0.8319960716690223,0,0.012139438022832376,True,False,False,False,True
-0.41228866110450296,0,-0.0015755054265253908,False,True,False,True,False
-1.0838205180077338,1,0.012139438022832376,False,True,False,False,True
-0.41228866110450296,2,-2.086246909728906,True,False,False,True,False
-1.2517034822335416,0,-0.0015755054265253908,True,False,False,True,False
0.17530171368582412,0,-0.0015755054265253908,False,True,False,True,False
-0.16046421476579137,0,-0.0015755054265253908,True,False,False,True,False
1.0147165348148628,2,-0.0015755054265253908,True,False,False,True,False
0.42712616002453574,3,-0.0015755054265253908,True,False,False,True,False
-0.9159375537819262,0,-0.0015755054265253908,False,True,False,False,True
0.09136023157292025,8,2.0693809554264972,True,False,False,False,True
-0.41228866110450296,4,-1.9079526448872548,True,False,False,False,True
-1.0838205180077338,3,2.2202453333694327,False,True,False,False,True
-0.9159375537819262,1,-0.4267387523566161,False,True,False,True,False
-0.6641131074432146,3,-0.5913180737489093,False,True,False,False,True
-0.3283471789915991,0,-0.0015755054265253908,False,True,False,True,False
1.0147165348148628,0,-0.0015755054265253908,False,True,False,False,True
-0.9998790358948301,1,-0.0015755054265253908,True,False,False,False,True
-0.9998790358948301,5,-0.0015755054265253908,True,False,False,True,False
-0.9159375537819262,0,-0.029005392325240926,False,True,False,False,True
-0.4962301432174068,1,-0.0015755054265253908,False,True,False,False,True
-1.2517034822335416,1,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,2,-0.0015755054265253908,True,False,False,False,True
0.3431846779116319,1,-0.0015755054265253908,False,True,False,False,True
0.259243195798728,1,-0.0015755054265253908,False,True,False,False,True
0.3431846779116319,0,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,4,-0.0015755054265253908,True,False,False,False,True
-1.4195864464593493,2,-0.056435279223956455,True,False,False,False,True
-0.3283471789915991,2,11.148673518901338,False,True,False,False,True
0.17530171368582412,2,0.012139438022832376,True,False,False,True,False
-0.3283471789915991,0,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,2,-0.0015755054265253908,True,False,False,False,True
-1.2517034822335416,0,-0.0015755054265253908,True,False,False,False,True
0.9307750527019589,5,-0.0015755054265253908,False,True,False,False,True
-1.0838205180077338,0,0.012139438022832376,True,False,False,False,True
1.4344239453793821,0,-0.0015755054265253908,True,False,False,True,False
-0.9998790358948301,0,-0.0015755054265253908,True,False,False,True,False
-1.2517034822335416,1,0.012139438022832376,True,False,False,False,True
1.0986580169277667,0,-0.0015755054265253908,True,False,False,True,False
-0.8319960716690223,0,0.012139438022832376,True,False,False,False,True
-0.6641131074432146,0,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,11,0.012139438022832376,True,False,False,False,True
-1.0838205180077338,3,-0.0015755054265253908,False,True,False,False,True
-1.0838205180077338,1,-0.0015755054265253908,True,False,False,True,False
-0.24440569687869523,2,-3.169727442228169,True,False,False,False,True
0.5110676421374396,2,-0.0015755054265253908,False,True,False,True,False
0.007418749460016382,9,0.012139438022832376,True,False,False,False,True
0.6789506063632473,0,0.012139438022832376,True,False,False,False,True
-0.8319960716690223,0,-0.0015755054265253908,True,False,False,True,False
0.7628920884761512,24,0.739031440838794,False,True,False,False,True
1.4344239453793821,3,0.012139438022832376,True,False,False,False,True
0.6789506063632473,0,-0.0015755054265253908,True,False,False,False,True
0.17530171368582412,0,0.012139438022832376,False,True,False,False,True
1.0147165348148628,1,-0.0015755054265253908,False,True,False,False,True
0.8468335705890551,3,-0.0015755054265253908,True,False,False,True,False
-0.9998790358948301,2,-0.0015755054265253908,True,False,False,False,True
0.17530171368582412,3,-0.04272033577459869,True,False,False,False,True
-0.5801716253303107,3,4.112907529380804,False,True,False,False,True
2.9453706234116517,1,-0.16615482681881857,False,True,False,False,True
1.6023069096051898,6,-3.636035519506333,True,False,False,False,True
1.9380728380568053,9,-0.0015755054265253908,False,True,False,False,True
0.9307750527019589,3,-0.0015755054265253908,True,False,False,False,True
-1.1677620001206377,0,-0.0015755054265253908,False,True,False,False,True
-0.7480545895561185,1,-0.0015755054265253908,False,True,False,False,True
0.259243195798728,3,0.327583137358061,True,False,False,False,True
-0.07652273265288749,5,-0.0015755054265253908,False,True,False,False,True
-0.07652273265288749,0,-0.0015755054265253908,True,False,False,True,False
-1.3356449643464454,1,-0.6461778475463403,True,False,False,False,True
-0.07652273265288749,5,-0.0015755054265253908,False,True,False,False,True
-0.24440569687869523,3,-0.3444490916604695,False,True,False,True,False
-0.9998790358948301,0,0.012139438022832376,True,False,False,False,True
-0.07652273265288749,5,-0.0015755054265253908,True,False,False,False,True
-0.41228866110450296,2,-1.1262008682738622,True,False,False,False,True
0.3431846779116319,6,-0.0015755054265253908,True,False,False,False,True
-0.9159375537819262,0,-0.0015755054265253908,True,False,False,False,True
-0.16046421476579137,1,-1.26335030276744,False,True,False,False,True
-0.16046421476579137,0,-0.0015755054265253908,True,False,False,False,True
0.42712616002453574,6,-0.5227433565021204,False,True,False,False,True
1.9380728380568053,2,-0.0015755054265253908,True,False,False,False,True
-1.1677620001206377,0,0.012139438022832376,False,True,False,True,False
0.7628920884761512,2,-5.089819525138257,True,False,False,False,True
1.7701898738309976,13,0.012139438022832376,True,False,False,False,True
-0.6641131074432146,1,0.012139438022832376,True,False,False,False,True
-1.1677620001206377,1,-0.4815985261540472,True,False,False,False,True
-0.9998790358948301,4,-0.13872493992010304,False,True,False,False,True
2.2738387665084208,0,0.012139438022832376,True,False,False,False,True
-0.6641131074432146,4,4.126622472830162,False,True,False,False,True
1.8541313559439014,6,-0.0015755054265253908,False,True,False,False,True
0.17530171368582412,5,-0.0015755054265253908,True,False,False,False,True
0.6789506063632473,2,-0.0015755054265253908,True,False,False,False,True
-0.24440569687869523,5,0.012139438022832376,True,False,False,True,False
-0.16046421476579137,2,-0.0015755054265253908,True,False,False,True,False
-0.9998790358948301,0,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,0,0.012139438022832376,False,True,False,False,True
0.7628920884761512,0,-0.0015755054265253908,False,True,False,False,True
-0.5801716253303107,3,-0.0015755054265253908,False,True,False,False,True
0.5950091242503435,0,-0.029005392325240926,True,False,False,True,False
1.0986580169277667,5,-0.0015755054265253908,True,False,False,False,True
-0.9159375537819262,9,-0.0015755054265253908,True,False,False,False,True
-0.6641131074432146,0,0.012139438022832376,True,False,False,False,True
-1.2517034822335416,0,-0.0015755054265253908,True,False,False,False,True
